car_id,x,y,status,ticks_traveled,distance_to_dest,speed,tick,local_congestion
48,10,17,moving,2,15,1,1,1.0
49,3,14,moving,2,25,1,1,1.0
50,7,5,moving,2,8,1,1,1.0
51,15,9,moving,2,22,1,1,0.0
52,5,9,moving,2,8,1,1,1.0
53,2,5,moving,2,21,1,1,1.0
54,9,9,moving,2,9,2,1,0.0
55,19,13,moving,2,13,1,1,0.0
56,7,12,moving,2,4,1,1,0.0
57,18,4,moving,2,10,1,1,0.0
58,13,2,moving,2,18,1,1,0.0
59,9,6,moving,2,18,1,1,0.0
60,11,12,moving,2,5,2,1,0.0
61,12,12,arrived,2,0,1,1,0.0
62,8,11,moving,2,20,1,1,0.0
63,0,19,arrived,2,0,1,1,0.0
64,1,4,moving,2,7,1,1,0.0
65,15,4,moving,2,5,2,1,0.0
66,5,15,moving,2,18,1,1,2.0
67,8,12,moving,2,13,1,1,1.0
68,10,11,moving,2,18,1,1,0.0
69,16,19,moving,2,16,1,1,0.0
70,3,3,moving,2,6,1,1,0.0
71,4,12,moving,2,9,1,1,0.0
72,7,0,moving,2,8,1,1,0.0
73,0,12,moving,2,9,1,1,0.0
74,4,16,moving,2,7,1,1,0.0
75,12,5,moving,2,10,2,1,0.0
76,5,14,moving,2,10,1,1,0.0
77,6,10,moving,2,8,1,1,0.0
78,14,12,moving,2,10,1,1,0.0
79,4,12,moving,2,12,1,1,0.0
80,6,9,arrived,2,0,1,1,0.0
81,10,7,moving,2,11,2,1,0.0
82,10,13,moving,2,1,1,1,0.0
83,6,18,moving,2,6,1,1,0.0
84,5,0,moving,2,23,1,1,1.0
85,13,0,moving,2,15,1,1,0.0
86,14,13,moving,2,2,1,1,0.0
87,17,16,moving,2,21,1,1,0.0
88,3,14,moving,2,19,1,1,1.0
89,10,14,moving,2,14,1,1,1.0
90,5,9,moving,2,7,1,1,1.0
91,3,19,moving,2,23,1,1,0.0
92,13,7,moving,2,14,1,1,0.0
93,3,9,moving,2,15,1,1,0.0
94,4,9,moving,2,4,1,1,3.0
95,14,2,moving,2,10,1,1,0.0
96,5,10,moving,2,10,1,1,1.0
97,15,7,moving,2,10,2,1,0.0
98,3,14,moving,2,23,1,1,1.0
99,4,18,moving,2,23,1,1,0.0
0,17,12,moving,3,13,1,2,1.0
1,1,5,moving,3,14,1,2,1.0
2,9,4,moving,3,14,1,2,0.0
3,4,5,moving,3,6,1,2,0.0
4,7,0,moving,3,3,1,2,1.0
5,19,6,moving,3,9,2,2,0.0
6,2,9,moving,3,18,1,2,0.0
7,16,11,moving,3,13,1,2,0.0
8,12,17,moving,3,8,1,2,0.0
9,11,5,moving,3,13,1,2,0.0
10,15,17,moving,3,4,1,2,1.0
11,10,15,moving,3,21,1,2,1.0
12,6,14,moving,3,4,1,2,0.0
13,6,9,moving,3,21,1,2,0.0
14,3,12,moving,3,8,1,2,0.0
15,2,8,moving,3,22,1,2,0.0
16,2,5,moving,3,5,1,2,1.0
17,0,6,moving,3,5,1,2,0.0
18,9,7,moving,3,2,1,2,0.0
19,5,5,moving,3,14,1,2,2.0
20,15,8,moving,3,17,1,2,0.0
21,14,17,moving,3,2,1,2,0.0
22,10,13,moving,3,8,1,2,1.0
23,7,4,arrived,2,0,2,2,0.0
24,5,6,moving,3,7,1,2,1.0
25,9,18,moving,3,5,1,2,0.0
26,15,12,moving,3,14,1,2,0.0
27,11,5,moving,3,8,1,2,0.0
28,18,18,moving,3,1,1,2,0.0
29,13,12,moving,3,6,1,2,1.0
30,6,8,moving,3,14,1,2,0.0
31,3,7,moving,3,5,1,2,0.0
32,8,3,moving,3,7,1,2,0.0
33,18,3,moving,3,2,1,2,0.0
34,1,2,moving,3,12,1,2,0.0
35,14,12,moving,3,4,1,2,1.0
36,5,13,moving,3,11,1,2,0.0
37,11,7,moving,3,7,2,2,0.0
38,4,9,moving,3,12,1,2,1.0
39,15,4,moving,3,7,1,2,1.0
40,11,4,moving,3,20,1,2,1.0
41,6,5,moving,3,6,2,2,0.0
42,10,11,moving,3,13,1,2,1.0
43,9,15,moving,3,4,1,2,0.0
44,11,10,moving,3,7,1,2,0.0
45,17,13,moving,3,7,1,2,1.0
46,17,4,moving,3,29,1,2,0.0
47,9,15,moving,3,2,1,2,0.0
48,10,16,moving,3,14,1,2,1.0
49,3,13,moving,3,24,1,2,1.0
50,7,6,moving,3,7,1,2,0.0
51,14,9,moving,3,21,1,2,0.0
52,6,9,moving,3,7,1,2,0.0
53,3,5,moving,3,20,1,2,1.0
54,8,9,moving,3,8,2,2,0.0
55,19,12,moving,3,12,1,2,0.0
56,6,12,moving,3,3,1,2,0.0
57,17,4,moving,3,9,1,2,0.0
58,14,2,moving,3,17,1,2,1.0
59,10,6,moving,3,17,1,2,0.0
60,12,12,moving,3,4,2,2,0.0
61,12,12,arrived,2,0,1,2,0.0
62,9,11,moving,3,19,1,2,1.0
63,0,19,arrived,2,0,1,2,0.0
64,1,5,moving,3,6,1,2,1.0
65,16,4,moving,3,4,2,2,0.0
66,5,14,moving,3,17,1,2,2.0
67,8,11,moving,3,12,1,2,1.0
68,10,10,moving,3,17,1,2,0.0
69,15,19,moving,3,15,1,2,0.0
70,3,4,moving,3,5,1,2,0.0
71,4,11,moving,3,8,1,2,0.0
72,6,0,moving,3,7,1,2,1.0
73,0,11,moving,3,8,1,2,0.0
74,4,15,moving,3,6,1,2,0.0
75,11,5,moving,3,9,2,2,0.0
76,5,13,moving,3,9,1,2,0.0
77,7,10,moving,3,7,1,2,0.0
78,14,11,moving,3,9,1,2,0.0
79,5,12,moving,3,11,1,2,0.0
80,6,9,arrived,2,0,1,2,0.0
81,10,8,moving,3,10,2,2,0.0
82,10,12,arrived,3,0,1,2,0.0
83,7,18,moving,3,5,1,2,0.0
84,6,0,moving,3,22,1,2,1.0
85,12,0,moving,3,14,1,2,0.0
86,13,13,moving,3,1,1,2,1.0
87,16,16,moving,3,20,1,2,0.0
88,3,13,moving,3,18,1,2,1.0
89,10,13,moving,3,13,1,2,1.0
90,5,10,moving,3,6,1,2,1.0
91,4,19,moving,3,22,1,2,0.0
92,13,6,moving,3,13,1,2,0.0
93,4,9,moving,3,14,1,2,1.0
94,3,9,moving,3,3,1,2,2.0
95,13,2,moving,3,9,1,2,1.0
96,6,10,moving,3,9,1,2,1.0
97,15,8,moving,3,9,2,2,0.0
98,3,13,moving,3,22,1,2,1.0
99,5,18,moving,3,22,1,2,0.0
0,17,11,moving,4,12,1,3,0.0
1,2,5,moving,4,13,1,3,1.0
2,9,5,moving,4,13,1,3,0.0
3,5,5,moving,4,5,1,3,1.0
4,8,0,moving,4,2,1,3,0.0
5,19,7,moving,4,8,2,3,0.0
6,2,8,moving,4,17,1,3,1.0
7,16,10,moving,4,12,1,3,0.0
8,13,17,moving,4,7,1,3,0.0
9,11,6,moving,4,12,1,3,0.0
10,15,16,moving,4,3,1,3,0.0
11,10,14,moving,4,20,1,3,0.0
12,5,14,moving,4,3,1,3,1.0
13,7,9,moving,4,20,1,3,0.0
14,4,12,moving,4,7,1,3,0.0
15,3,8,moving,4,21,1,3,0.0
16,3,5,moving,4,4,1,3,1.0
17,1,6,moving,4,4,1,3,0.0
18,10,7,moving,4,1,1,3,0.0
19,6,5,moving,4,13,1,3,1.0
20,15,9,moving,4,16,1,3,0.0
21,13,17,moving,4,1,1,3,0.0
22,10,12,moving,4,7,1,3,0.0
23,7,4,arrived,2,0,2,3,0.0
24,5,7,moving,4,6,1,3,0.0
25,10,18,moving,4,4,1,3,0.0
26,14,12,moving,4,13,1,3,1.0
27,11,6,moving,4,7,1,3,0.0
28,18,19,arrived,4,0,1,3,0.0
29,14,12,moving,4,5,1,3,1.0
30,6,9,moving,4,13,1,3,2.0
31,2,7,moving,4,4,1,3,0.0
32,9,3,moving,4,6,1,3,0.0
33,18,2,moving,4,1,1,3,0.0
34,1,3,moving,4,11,1,3,0.0
35,14,11,moving,4,3,1,3,1.0
36,5,12,moving,4,10,1,3,1.0
37,11,8,moving,4,6,2,3,0.0
38,5,9,moving,4,11,1,3,0.0
39,16,4,moving,4,6,1,3,1.0
40,11,5,moving,4,19,1,3,3.0
41,7,5,moving,4,5,2,3,0.0
42,10,10,moving,4,12,1,3,1.0
43,10,15,moving,4,3,1,3,1.0
44,10,10,moving,4,6,1,3,1.0
45,17,14,moving,4,6,1,3,0.0
46,16,4,moving,4,28,1,3,1.0
47,8,15,moving,4,1,1,3,0.0
48,10,15,moving,4,13,1,3,1.0
49,3,12,moving,4,23,1,3,1.0
50,7,7,moving,4,6,1,3,0.0
51,14,10,moving,4,20,1,3,0.0
52,7,9,moving,4,6,1,3,0.0
53,4,5,moving,4,19,1,3,1.0
54,7,9,moving,4,7,2,3,0.0
55,19,11,moving,4,11,1,3,0.0
56,5,12,moving,4,2,1,3,1.0
57,16,4,moving,4,8,1,3,1.0
58,14,3,moving,4,16,1,3,0.0
59,10,7,moving,4,16,1,3,0.0
60,13,12,moving,4,3,2,3,1.0
61,12,12,arrived,2,0,1,3,1.0
62,10,11,moving,4,18,1,3,1.0
63,0,19,arrived,2,0,1,3,0.0
64,2,5,moving,4,5,1,3,1.0
65,17,4,moving,4,3,2,3,2.0
66,5,13,moving,4,16,1,3,2.0
67,8,10,moving,4,11,1,3,0.0
68,10,9,moving,4,16,1,3,0.0
69,14,19,moving,4,14,1,3,0.0
70,3,5,moving,4,4,1,3,1.0
71,4,10,moving,4,7,1,3,0.0
72,5,0,moving,4,6,1,3,0.0
73,0,10,moving,4,7,1,3,0.0
74,4,14,moving,4,5,1,3,0.0
75,11,4,moving,4,8,2,3,1.0
76,5,12,moving,4,8,1,3,1.0
77,8,10,moving,4,6,1,3,0.0
78,15,11,moving,4,8,1,3,0.0
79,6,12,moving,4,10,1,3,1.0
80,6,9,arrived,2,0,1,3,2.0
81,10,9,moving,4,9,2,3,0.0
82,10,12,arrived,3,0,1,3,0.0
83,7,17,moving,4,4,1,3,0.0
84,7,0,moving,4,21,1,3,1.0
85,11,0,moving,4,13,1,3,0.0
86,12,13,arrived,4,0,1,3,0.0
87,15,16,moving,4,19,1,3,0.0
88,3,12,moving,4,17,1,3,1.0
89,10,12,moving,4,12,1,3,0.0
90,6,10,moving,4,5,1,3,1.0
91,5,19,moving,4,21,1,3,0.0
92,13,5,moving,4,12,1,3,0.0
93,5,9,moving,4,13,1,3,0.0
94,3,8,moving,4,2,1,3,0.0
95,12,2,moving,4,8,1,3,0.0
96,7,10,moving,4,8,1,3,1.0
97,15,9,moving,4,8,2,3,0.0
98,3,12,moving,4,21,1,3,1.0
99,6,18,moving,4,21,1,3,0.0
0,16,11,moving,5,11,1,4,0.0
1,3,5,moving,5,12,1,4,2.0
2,9,6,moving,5,12,1,4,0.0
3,6,5,moving,5,4,1,4,1.0
4,8,1,moving,5,1,1,4,0.0
5,19,8,moving,5,7,2,4,0.0
6,2,7,moving,5,16,1,4,1.0
7,15,10,moving,5,11,1,4,0.0
8,14,17,moving,5,6,1,4,0.0
9,10,6,moving,5,11,1,4,0.0
10,15,15,moving,5,2,1,4,0.0
11,10,13,moving,5,19,1,4,0.0
12,5,13,moving,5,2,1,4,1.0
13,8,9,moving,5,19,1,4,0.0
14,4,11,moving,5,6,1,4,0.0
15,3,9,moving,5,20,1,4,0.0
16,4,5,moving,5,3,1,4,1.0
17,1,5,moving,5,3,1,4,0.0
18,10,6,arrived,5,0,1,4,0.0
19,7,5,moving,5,12,1,4,1.0
20,14,9,moving,5,15,1,4,0.0
21,12,17,arrived,5,0,1,4,0.0
22,10,11,moving,5,6,1,4,1.0
23,7,4,arrived,2,0,2,4,0.0
24,5,8,moving,5,5,1,4,0.0
25,10,17,moving,5,3,1,4,0.0
26,13,12,moving,5,12,1,4,1.0
27,10,6,moving,5,6,1,4,0.0
28,18,19,arrived,4,0,1,4,0.0
29,14,11,moving,5,4,1,4,1.0
30,7,9,moving,5,12,1,4,3.0
31,2,8,moving,5,3,1,4,1.0
32,10,3,moving,5,5,1,4,0.0
33,18,1,arrived,5,0,1,4,0.0
34,1,4,moving,5,10,1,4,0.0
35,14,10,moving,5,2,1,4,1.0
36,6,12,moving,5,9,1,4,1.0
37,11,9,moving,5,5,2,4,0.0
38,6,9,moving,5,10,1,4,1.0
39,17,4,moving,5,5,1,4,1.0
40,11,6,moving,5,18,1,4,2.0
41,7,6,moving,5,4,2,4,0.0
42,10,9,moving,5,11,1,4,2.0
43,11,15,moving,5,2,1,4,0.0
44,10,11,moving,5,5,1,4,1.0
45,17,15,moving,5,5,1,4,0.0
46,15,4,moving,5,27,1,4,0.0
47,7,15,arrived,5,0,1,4,0.0
48,10,14,moving,5,12,1,4,1.0
49,4,12,moving,5,22,1,4,1.0
50,6,7,moving,5,5,1,4,0.0
51,13,10,moving,5,19,1,4,0.0
52,8,9,moving,5,5,1,4,0.0
53,5,5,moving,5,18,1,4,1.0
54,6,9,moving,5,6,2,4,1.0
55,19,10,moving,5,10,1,4,0.0
56,4,12,moving,5,1,1,4,1.0
57,15,4,moving,5,7,1,4,0.0
58,15,3,moving,5,15,1,4,0.0
59,11,7,moving,5,15,1,4,0.0
60,14,12,moving,5,2,2,4,2.0
61,12,12,arrived,2,0,1,4,0.0
62,10,10,moving,5,17,1,4,2.0
63,0,19,arrived,2,0,1,4,0.0
64,3,5,moving,5,4,1,4,2.0
65,18,4,moving,5,2,2,4,0.0
66,5,12,moving,5,15,1,4,3.0
67,8,9,moving,5,10,1,4,0.0
68,10,8,moving,5,15,1,4,0.0
69,13,19,moving,5,13,1,4,0.0
70,3,6,moving,5,3,1,4,0.0
71,4,9,moving,5,6,1,4,0.0
72,4,0,moving,5,5,1,4,0.0
73,0,9,moving,5,6,1,4,0.0
74,4,13,moving,5,4,1,4,0.0
75,11,3,moving,5,7,2,4,0.0
76,6,12,moving,5,7,1,4,1.0
77,8,11,moving,5,5,1,4,0.0
78,15,10,moving,5,7,1,4,0.0
79,6,11,moving,5,9,1,4,0.0
80,6,9,arrived,2,0,1,4,1.0
81,10,10,moving,5,8,2,4,2.0
82,10,12,arrived,3,0,1,4,2.0
83,7,16,moving,5,3,1,4,0.0
84,8,0,moving,5,20,1,4,1.0
85,10,0,moving,5,12,1,4,0.0
86,12,13,arrived,4,0,1,4,0.0
87,14,16,moving,5,18,1,4,0.0
88,4,12,moving,5,16,1,4,1.0
89,10,11,moving,5,11,1,4,1.0
90,7,10,moving,5,4,1,4,1.0
91,5,18,moving,5,20,1,4,0.0
92,12,5,moving,5,11,1,4,0.0
93,6,9,moving,5,12,1,4,1.0
94,2,8,moving,5,1,1,4,1.0
95,11,2,moving,5,7,1,4,0.0
96,7,9,moving,5,7,1,4,3.0
97,16,9,moving,5,7,2,4,0.0
98,4,12,moving,5,20,1,4,1.0
99,7,18,moving,5,20,1,4,0.0
0,16,10,moving,6,10,1,5,0.0
1,4,5,moving,6,11,1,5,1.0
2,9,7,moving,6,11,1,5,0.0
3,6,4,moving,6,3,1,5,0.0
4,8,2,arrived,6,0,1,5,0.0
5,19,9,moving,6,6,2,5,0.0
6,2,6,moving,6,15,1,5,0.0
7,15,9,moving,6,10,1,5,0.0
8,15,17,moving,6,5,1,5,0.0
9,10,7,moving,6,10,1,5,0.0
10,15,14,moving,6,1,1,5,0.0
11,10,12,moving,6,18,1,5,0.0
12,5,12,moving,6,1,1,5,1.0
13,8,10,moving,6,18,1,5,0.0
14,4,10,moving,6,5,1,5,0.0
15,3,10,moving,6,19,1,5,0.0
16,5,5,moving,6,2,1,5,1.0
17,2,5,moving,6,2,1,5,0.0
18,10,6,arrived,5,0,1,5,2.0
19,8,5,moving,6,11,1,5,0.0
20,14,10,moving,6,14,1,5,1.0
21,12,17,arrived,5,0,1,5,0.0
22,10,10,moving,6,5,1,5,2.0
23,7,4,arrived,2,0,2,5,0.0
24,5,9,moving,6,4,1,5,0.0
25,10,16,moving,6,2,1,5,0.0
26,12,12,moving,6,11,1,5,0.0
27,10,7,moving,6,5,1,5,0.0
28,18,19,arrived,4,0,1,5,0.0
29,15,11,moving,6,3,1,5,0.0
30,7,10,moving,6,11,1,5,1.0
31,2,9,moving,6,2,1,5,0.0
32,10,4,moving,6,4,1,5,0.0
33,18,1,arrived,5,0,1,5,0.0
34,1,5,moving,6,9,1,5,1.0
35,14,9,moving,6,1,1,5,1.0
36,7,12,moving,6,8,1,5,0.0
37,12,9,moving,6,4,2,5,0.0
38,6,10,moving,6,9,1,5,0.0
39,18,4,moving,6,4,1,5,1.0
40,10,6,moving,6,17,1,5,2.0
41,7,7,moving,6,3,2,5,0.0
42,10,8,moving,6,10,1,5,1.0
43,12,15,moving,6,1,1,5,0.0
44,9,11,moving,6,4,1,5,0.0
45,17,16,moving,6,4,1,5,0.0
46,15,5,moving,6,26,1,5,0.0
47,7,15,arrived,5,0,1,5,0.0
48,10,13,moving,6,11,1,5,1.0
49,4,11,moving,6,21,1,5,1.0
50,6,8,moving,6,4,1,5,0.0
51,13,11,moving,6,18,1,5,0.0
52,9,9,moving,6,4,1,5,0.0
53,6,5,moving,6,17,1,5,1.0
54,5,9,moving,6,5,2,5,0.0
55,19,9,moving,6,9,1,5,0.0
56,4,13,arrived,6,0,1,5,1.0
57,15,5,moving,6,8,1,5,0.0
58,15,4,moving,6,14,1,5,2.0
59,11,8,moving,6,14,1,5,0.0
60,15,12,moving,6,1,2,5,0.0
61,12,12,arrived,2,0,1,5,0.0
62,10,9,moving,6,16,1,5,1.0
63,0,19,arrived,2,0,1,5,0.0
64,3,6,moving,6,3,1,5,1.0
65,18,3,moving,6,1,2,5,0.0
66,6,12,moving,6,14,1,5,2.0
67,8,8,moving,6,9,1,5,0.0
68,10,7,moving,6,14,1,5,0.0
69,13,18,moving,6,12,1,5,0.0
70,4,6,moving,6,2,1,5,0.0
71,4,8,moving,6,5,1,5,0.0
72,3,0,moving,6,4,1,5,0.0
73,0,8,moving,6,5,1,5,0.0
74,4,12,moving,6,3,1,5,4.0
75,10,3,moving,6,6,2,5,1.0
76,7,12,moving,6,6,1,5,0.0
77,9,11,moving,6,4,1,5,0.0
78,15,9,moving,6,6,1,5,0.0
79,6,10,moving,6,8,1,5,0.0
80,6,9,arrived,2,0,1,5,3.0
81,10,11,moving,6,7,2,5,3.0
82,10,12,arrived,3,0,1,5,0.0
83,7,15,moving,6,2,1,5,0.0
84,9,0,moving,6,19,1,5,0.0
85,10,1,moving,6,11,1,5,0.0
86,12,13,arrived,4,0,1,5,0.0
87,14,15,moving,6,17,1,5,0.0
88,4,11,moving,6,15,1,5,1.0
89,10,10,moving,6,10,1,5,2.0
90,7,11,moving,6,3,1,5,0.0
91,5,17,moving,6,19,1,5,0.0
92,11,5,moving,6,10,1,5,0.0
93,6,8,moving,6,13,1,5,0.0
94,1,8,arrived,6,0,1,5,0.0
95,11,3,moving,6,6,1,5,1.0
96,8,9,moving,6,6,1,5,3.0
97,17,9,moving,6,6,2,5,0.0
98,4,11,moving,6,19,1,5,1.0
99,7,17,moving,6,19,1,5,0.0
0,16,9,moving,7,9,1,6,0.0
1,5,5,moving,7,10,1,6,1.0
2,9,8,moving,7,10,1,6,0.0
3,6,3,moving,7,2,1,6,0.0
4,8,2,arrived,6,0,1,6,0.0
5,19,10,moving,7,5,2,6,0.0
6,2,5,moving,7,14,1,6,1.0
7,15,8,moving,7,9,1,6,0.0
8,16,17,moving,7,4,1,6,0.0
9,9,7,moving,7,9,1,6,1.0
10,15,13,arrived,7,0,1,6,0.0
11,10,11,moving,7,17,1,6,1.0
12,4,12,arrived,7,0,1,6,1.0
13,8,11,moving,7,17,1,6,0.0
14,4,9,moving,7,4,1,6,0.0
15,4,10,moving,7,18,1,6,1.0
16,6,5,moving,7,1,1,6,1.0
17,3,5,moving,7,1,1,6,0.0
18,10,6,arrived,5,0,1,6,1.0
19,9,5,moving,7,10,1,6,0.0
20,13,10,moving,7,13,1,6,0.0
21,12,17,arrived,5,0,1,6,0.0
22,10,9,moving,7,4,1,6,1.0
23,7,4,arrived,2,0,2,6,0.0
24,5,10,moving,7,3,1,6,0.0
25,10,15,moving,7,1,1,6,0.0
26,12,13,moving,7,10,1,6,0.0
27,9,7,moving,7,4,1,6,1.0
28,18,19,arrived,4,0,1,6,0.0
29,16,11,moving,7,2,1,6,0.0
30,7,11,moving,7,10,1,6,1.0
31,2,10,moving,7,1,1,6,0.0
32,10,5,moving,7,3,1,6,0.0
33,18,1,arrived,5,0,1,6,0.0
34,2,5,moving,7,8,1,6,1.0
35,14,8,arrived,7,0,1,6,0.0
36,8,12,moving,7,7,1,6,0.0
37,12,10,moving,7,3,2,6,0.0
38,7,10,moving,7,8,1,6,1.0
39,18,3,moving,7,3,1,6,1.0
40,10,7,moving,7,16,1,6,3.0
41,7,8,moving,7,2,2,6,0.0
42,10,7,moving,7,9,1,6,3.0
43,13,15,arrived,7,0,1,6,0.0
44,9,12,moving,7,3,1,6,0.0
45,17,17,moving,7,3,1,6,0.0
46,14,5,moving,7,25,1,6,0.0
47,7,15,arrived,5,0,1,6,1.0
48,10,12,moving,7,10,1,6,1.0
49,4,10,moving,7,20,1,6,1.0
50,6,9,moving,7,3,1,6,0.0
51,13,12,moving,7,17,1,6,0.0
52,10,9,moving,7,3,1,6,1.0
53,7,5,moving,7,16,1,6,0.0
54,5,10,moving,7,4,2,6,0.0
55,19,8,moving,7,8,1,6,0.0
56,4,13,arrived,6,0,1,6,0.0
57,14,5,moving,7,7,1,6,0.0
58,15,5,moving,7,13,1,6,2.0
59,11,9,moving,7,13,1,6,0.0
